ano,mes,atendimento,transferido,id_atendimento,sigla_orgao_entrada,sigla_orgao_saida,sigla_orgao_primeiro_encaminhamento,sigla_orgao_segundo_encaminhamento,sigla_orgao_terceiro_encaminhamento,municipio,uf,municipio_ocorrido,uf_municipio_fato_ocorrido,area,assunto,natureza,tipo_identificacao,forma_atendimento,programa,priorizacao,status,sexo,data_atendimento,data_prazo,data_carta,tipo_pessoa
2020.0,7.0,2020017091,Normal,396833,OGE,CC,CC,,,FLORIANOPOLIS,SC,FORQUILHINHA,SC,Casa Civil,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-27,2020-08-16,2020-07-27,Física
2020.0,7.0,2020017077,Normal,396819,OGE,DETRAN,DETRAN,,,SAO JOSE,SC,SAO JOSE,SC,DETRAN,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-26,2020-08-15,2020-07-27,Física
2020.0,7.0,2020017072,Normal,396814,OGE,SED,SED,CRE - lages,,LAGES,SC,LAGES,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-26,2020-08-15,2020-07-31,Não informado
2020.0,7.0,2020017060,Normal,396802,OGE,SED,SED,,,LAGES,SC,LAGES,SC,Educação,Contratos,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-25,2020-08-14,2020-09-17,Não informado
2020.0,7.0,2020017059,Normal,396801,OGE,SAP,SAP,,,CHAPECO,SC,CHAPECO,SC,Administração Prisional,Irregularidades administrativas,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-25,2020-08-14,2020-08-18,Não informado
2020.0,7.0,2020017056,Normal,396798,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Recurso Multas de Trânsito,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-25,2020-08-14,2020-07-27,Física
2020.0,7.0,2020017048,Normal,396790,OGE,DETRAN,DETRAN,,,PORTO UNIAO,SC,PORTO UNIAO,SC,DETRAN,Agendamento de Atendimento,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-25,2020-08-14,2020-07-27,Não informado
2020.0,7.0,2020017046,Normal,396788,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Não Aplicável,Competência municipal,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-25,2020-08-14,2020-07-27,Física
2020.0,7.0,2020017044,Normal,396786,OGE,SED,SED,,,CHAPECO,SC,CHAPECO,SC,Educação,Informações/escola estadual,Solicitação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2020-07-25,2020-08-14,2020-09-03,Não informado
2020.0,7.0,2020017038,Normal,396780,OGE,SES,SES,,,PALHOCA,SC,PALHOCA,SC,Saúde,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-24,2020-08-13,2020-08-13,Física
2020.0,7.0,2020017035,Normal,396777,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-24,2020-08-13,2020-07-28,Física
2020.0,7.0,2020017031,Normal,396773,OGE,UDESC,UDESC,UDESC IBIRAMA CEAVI,,IBIRAMA,SC,IBIRAMA,SC,Educação,Informações UDESC,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-24,2020-08-13,2020-08-17,Não informado
2020.0,7.0,2020017023,Normal,396762,OGE,SED,SED,CRE- Tubarão,,TUBARAO,SC,TUBARAO,SC,Educação,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2020-07-24,2020-08-13,2020-08-04,Não informado
2020.0,7.0,2020017017,Normal,396756,OGE,IMA,IMA,CODAM de Blumenau,,BRUSQUE,SC,BRUSQUE,SC,FATMA,Fiscalização ambiental,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-24,2020-08-13,2021-02-09,Física
2020.0,7.0,2020017015,Normal,396754,OGE,UDESC,UDESC,,,LAGUNA,SC,LAGUNA,SC,Ensino Superior,Informações UDESC,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-24,2020-08-13,2020-07-27,Não informado
2020.0,7.0,2020017004,Normal,396743,OGE,SED,SED,CRE - Joaçaba,,JOACABA,SC,JOACABA,SC,Educação,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria interna,Normal,Concluido,Feminino,2020-07-24,2020-08-13,2020-08-05,Física
2020.0,7.0,2020016991,Normal,396728,OGE,SED,SED,CRE- São Bento do Sul,,SAO BENTO DO SUL,SC,SAO BENTO DO SUL,SC,Educação,Comportamento do servidor,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-24,2020-08-13,2020-07-27,Não informado
2020.0,7.0,2020016975,Normal,396712,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Licenciamento Veicular,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-24,2020-08-13,2020-07-27,Física
2020.0,7.0,2020016963,Normal,396700,OGE,SES,SES,,,FLORIANOPOLIS,SC,SAO JOSE,SC,Saúde,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-23,2020-08-12,2020-08-13,Não informado
2020.0,7.0,2020016953,Normal,396690,OGE,SSP,SSP,,,CACADOR,SC,CACADOR,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-07-24,Não informado
2020.0,7.0,2020016935,Normal,396672,OGE,ARESC,SDE,ARESC,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Desenvolvimento Econômico Sustentável,Transporte rodoviário,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-08-07,Não informado
2020.0,7.0,2020016933,Normal,396670,OGE,PM,SSP,CGPM Fpolis,5RPM Jvlle,JOINVILLE,SC,JOINVILLE,SC,Segurança Pública,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-10-21,Não informado
2020.0,7.0,2020016911,Normal,396648,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Informações/documentos,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-07-27,Jurídica
2020.0,7.0,2020016901,Normal,396637,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Emplacamento Veicular,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-23,2020-08-12,2020-07-24,Física
2020.0,7.0,2020016900,Normal,396636,OGE,PM,SSP,CGPM Fpolis,6RPM Cua,ORLEANS,SC,ORLEANS,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-08-03,Não informado
2020.0,7.0,2020016843,Normal,396629,OGE,PC,SSP,PC,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Boletim de Ocorrência,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-23,2020-08-12,2020-07-23,Física
2020.0,7.0,2020016885,Normal,396618,OGE,SED,SED,Cood. Fpolis,,SAO JOSE,SC,SAO JOSE,SC,Educação,Réplica de resposta,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-08-18,Não informado
2020.0,7.0,2020016882,Normal,396615,OGE,PM,SSP,CGPM Fpolis,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Informações/ legislação,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-07-23,Não informado
2020.0,7.0,2020016873,Normal,396606,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Falta de Dados Detran,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-23,2020-08-12,2020-07-23,Jurídica
2020.0,7.0,2020016862,Normal,396595,OGE,PM,SSP,CGPM Fpolis,1RPM Fpolis,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-23,2020-08-12,2020-09-15,Física
2020.0,7.0,2020016854,Normal,396587,OGE,IMA,IMA,,,SAO PAULO,SP,CAMBORIU,SC,FATMA,Licença Ambiental,Solicitação,Identificado,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Feminino,2020-07-23,2020-08-12,2020-11-09,Física
2020.0,7.0,OGE2020016843T00602,Transferido,396576,E-SIC,,,,,FLORIANOPOLIS,SC,,,,,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),,,Concluido,Masculino,2020-07-23,2020-08-07,,Física
2020.0,7.0,2020016830,Normal,396563,OGE,SAP,SAP,DEAP,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Administração Prisional,Covid-19,Denúncia,Sigiloso,Web-mail (email),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-22,2020-08-11,2020-07-24,Não informado
2020.0,7.0,2020016829,Normal,396562,OGE,SES,SES,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Saúde,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-22,2020-08-11,2020-08-26,Não informado
2020.0,7.0,2020016823,Normal,396555,OGE,SED,SED,CRE - Jaraguá do Sul,,MASSARANDUBA,SC,MASSARANDUBA,SC,Educação,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2020-07-22,2020-08-11,2020-08-11,Não informado
2020.0,7.0,2020016822,Normal,396554,OGE,DETRAN,DETRAN,,,SAO JOSE,SC,SAO JOSE,SC,DETRAN,Transferência veicular,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-22,2020-08-11,2020-07-23,Física
2020.0,7.0,2020016808,Normal,396540,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Informações/documentos,Sugestão,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-22,2020-08-11,2020-07-24,Física
2020.0,7.0,2020016747,Normal,396536,OGE,CBM,SSP,CBM/SC,13ºBBM,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Segurança Pública,Informações/documentos,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-22,2020-08-11,2020-07-24,Física
2020.0,7.0,2020016802,Normal,396532,OGE,IGP,SSP,IGP,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Informações/documentos,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-22,2020-08-11,2020-07-22,Física
2020.0,7.0,2020016793,Normal,396523,OGE,DETRAN,DETRAN,,,SAO JOSE,SC,SAO JOSE,SC,DETRAN,Informações/ legislação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-22,2020-08-11,2020-07-24,Física
2020.0,7.0,2020016792,Normal,396522,OGE,SES,SES,,,SAO CRISTOVAO DO SUL,SC,LAURO MULLER,SC,Saúde,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-22,2020-08-11,2020-07-24,Não informado
2020.0,7.0,2020016763,Normal,396493,OGE,FCEE,SED,FCEE,,SAO JOSE,SC,SAO JOSE,SC,Educação,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-22,2020-08-11,2020-07-24,Não informado
2020.0,7.0,2020016753,Normal,396483,OGE,DETRAN,DETRAN,,,TABOAO DA SERRA,SP,FLORIANOPOLIS,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-22,2020-08-11,2020-07-23,Física
2020.0,7.0,2020016752,Normal,396482,OGE,CBM,SSP,CBM/SC,1ºBBM,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Serviços Prestados pelo Corpo de Bombeiros,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-22,2020-08-11,2020-07-24,Não informado
2020.0,7.0,OGE2020016747T00598,Transferido,396477,E-SIC,,,,,BALNEARIO CAMBORIU,SC,,,,,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),,,Concluido,Masculino,2020-07-22,2020-08-06,,Física
2020.0,7.0,2020016745,Normal,396474,OGE,CC,CC,,,SAO JOSE DOS PINHAIS,PR,FLORIANOPOLIS,SC,Casa Civil,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-22,2020-08-11,2020-08-06,Física
2020.0,7.0,2020016741,Normal,396470,OGE,DETRAN,DETRAN,,,BLUMENAU,SC,BLUMENAU,SC,DETRAN,Agendamento de Atendimento,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-21,2020-08-10,2020-08-14,Física
2020.0,7.0,2020016727,Normal,396456,OGE,SED,SED,,,CAPIVARI DE BAIXO,SC,TUBARAO,SC,Educação,Informações/ legislação,Solicitação,Identificado,Internet (portal),Ouvidoria interna,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-08-27,Física
2020.0,7.0,2020016726,Normal,396455,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Multas de trânsito,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-21,2020-08-10,2020-07-22,Não informado
2020.0,7.0,2020016722,Normal,396451,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Multas de trânsito,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-21,2020-08-10,2020-07-22,Física
2020.0,7.0,2020016717,Normal,396445,OGE,DETRAN,DETRAN,,,CURITIBA,PR,PORTO BELO,SC,DETRAN,Detran Digital,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-07-22,Física
2020.0,7.0,2020016716,Normal,396444,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Falta de Dados Detran,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-21,2020-08-10,2020-07-21,Não informado
2020.0,7.0,2020016708,Normal,396436,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-07-23,Física
2020.0,7.0,2020016695,Normal,396423,OGE,Sem Tramit.,Sem Tramit.,,,BLUMENAU,SC,BLUMENAU,SC,DETRAN,Falta de Dados Detran,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Média,Concluido,Feminino,2020-07-21,2020-08-10,2020-07-21,Física
2020.0,7.0,2020016684,Normal,396409,OGE,ARESC,SDE,ARESC,,ITAJAI,SC,ITAJAI,SC,Desenvolvimento Econômico Sustentável,Fiscalização de Transportes,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-08-07,Não informado
2020.0,7.0,2020016683,Normal,396408,OGE,DETRAN,DETRAN,,,BLUMENAU,SC,BLUMENAU,SC,DETRAN,Demora de processo,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-08-13,Física
2020.0,7.0,2020016680,Normal,396405,OGE,DETRAN,DETRAN,,,GAROPABA,SC,GAROPABA,SC,DETRAN,Covid-19,Reclamação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-07-22,Não informado
2020.0,7.0,2020016675,Normal,396400,OGE,IGP,SSP,IGP,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Carteira de Identidade,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-21,2020-08-10,2020-07-22,Física
2020.0,7.0,2020016659,Normal,396384,OGE,Sem Tramit.,Sem Tramit.,,,BLUMENAU,SC,BLUMENAU,SC,DETRAN,Falta de Dados Detran,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-21,2020-08-10,2020-07-21,Física
2020.0,7.0,2020016649,Normal,396374,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Informações/documentos,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-21,2020-08-10,2020-07-22,Física
2020.0,7.0,2020016648,Normal,396373,OGE,CBM,SSP,CBM/SC,10ºBBM,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2020-07-21,2020-08-10,2020-08-07,Não informado
2020.0,7.0,2020016646,Normal,396371,OGE,PM,SSP,CGPM Fpolis,10RPM Jca,CATANDUVAS,SC,CATANDUVAS,SC,Segurança Pública,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-20,2020-08-09,2020-07-21,Não informado
2020.0,7.0,2020016637,Normal,396362,OGE,PC,SSP,PC,DPOL,ITAJAI,SC,SAO JOAO BATISTA,SC,Segurança Pública,Mau atendimento,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-08-07,Física
2020.0,7.0,2020016635,Normal,396360,OGE,IMA,IMA,CODAM de Itajaí,,ITAJAI,SC,ITAJAI,SC,FATMA,Fiscalização ambiental,Solicitação,Anônimo,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Não informado,2020-07-20,2020-08-09,2020-09-04,Não informado
2020.0,7.0,2020016625,Normal,396349,OGE,DETRAN,DETRAN,,,LAGES,SC,LAGES,SC,DETRAN,Perícia Médica,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-20,2020-08-09,2020-07-27,Física
2020.0,7.0,2020016620,Normal,396344,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Falta de Dados Detran,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-07-20,Física
2020.0,7.0,2020016618,Normal,396342,OGE,SDE,SDE,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Covid-19,Denúncia,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-20,2020-08-09,2020-07-27,Física
2020.0,7.0,2020016617,Normal,396341,OGE,SEA,SEA,,,IMBITUBA,SC,IMBITUBA,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-20,2020-08-09,2020-07-21,Não informado
2020.0,7.0,2020016616,Normal,396340,OGE,SES,SES,,,JOINVILLE,SC,JOINVILLE,SC,Saúde,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-07-24,Física
2020.0,7.0,2020016612,Normal,396336,OGE,CC,CC,,,SAO PAULO,SP,FLORIANOPOLIS,SC,Casa Civil,Sugestões ao governo,Sugestão,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-08-06,Física
2020.0,7.0,2020016610,Normal,396333,OGE,SSP,SSP,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-07-20,Não informado
2020.0,7.0,2020016602,Normal,396324,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Serviços Prestados pelo Detran,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-20,2020-08-09,2020-08-06,Física
2020.0,7.0,2020016595,Normal,396316,OGE,SED,SED,CRE - Laguna,,GAROPABA,SC,GAROPABA,SC,Educação,Réplica de resposta,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-20,2020-08-09,2020-08-05,Não informado
2020.0,7.0,2020016588,Normal,396309,OGE,DETRAN,DETRAN,,,JOINVILLE,SC,JOINVILLE,SC,DETRAN,Elogio,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-20,2020-08-09,2020-07-21,Física
2020.0,7.0,2020016517,Normal,396296,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-19,2020-08-08,2020-07-22,Física
2020.0,7.0,2020016575,Normal,396295,OGE,SED,SED,Cood. Fpolis,,SAO JOSE,SC,SAO JOSE,SC,Educação,Direção de escola,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-20,2020-08-09,2020-07-22,Não informado
2020.0,7.0,2020016554,Normal,396274,OGE,IMA,IMA,CODAM de Rio do Sul,,RIO DO SUL,SC,AGRONOMICA,SC,FATMA,Licença Ambiental,Solicitação,Identificado,Internet (portal),Ouvidoria ambiental,Normal,Encaminhado,Não informado,2020-07-20,2020-08-09,,Jurídica
2020.0,7.0,2020016551,Normal,396271,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Detran Digital,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-08-06,Não informado
2020.0,7.0,2020016545,Normal,396265,OGE,IGP,SSP,IGP,,COCAL DO SUL,SC,URUSSANGA,SC,Segurança Pública,Covid-19,Sugestão,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-20,2020-08-09,2020-07-29,Física
2020.0,7.0,2020016532,Normal,396252,OGE,DETRAN,DETRAN,,,JARAGUA DO SUL,SC,JARAGUA DO SUL,SC,DETRAN,Agendamento de Atendimento,Sugestão,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-19,2020-08-08,2020-07-21,Física
2020.0,7.0,2020016528,Normal,396248,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Transferência veicular,Solicitação,Identificado,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Feminino,2020-07-19,2020-08-08,2020-07-22,Física
2020.0,7.0,2020016526,Normal,396246,OGE,PM,SSP,CGPM Fpolis,,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Perturbação do trabalho ou do sossego alheios,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2020-07-19,2020-08-08,2020-07-20,Física
2020.0,7.0,2020016525,Normal,396245,OGE,SED,SED,CRE - Ituporanga,,LEOBERTO LEAL,SC,LEOBERTO LEAL,SC,Educação,Comportamento do servidor,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-19,2020-08-08,2020-09-30,Não informado
2020.0,7.0,2020016519,Normal,396239,OGE,CC,CC,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Casa Civil,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-19,2020-08-08,2020-08-06,Não informado
2020.0,7.0,OGE2020016517T00588,Transferido,396237,E-SIC,,,,,FLORIANOPOLIS,SC,,,,,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),,,Concluido,Masculino,2020-07-19,2020-08-03,,Física
2020.0,7.0,2020016500,Normal,396220,OGE,PM,SSP,CGPM Fpolis,3RPM Baln Camb.,PENHA,SC,PENHA,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-18,2020-08-07,2020-08-03,Não informado
2020.0,7.0,2020016494,Normal,396214,OGE,SED,SED,CRE - Mafra,,RIO NEGRINHO,SC,RIO NEGRINHO,SC,Educação,Direção de escola,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-17,2020-08-06,2020-07-28,Não informado
2020.0,7.0,2020016493,Normal,396213,OGE,PROCON,SDE,PROCON,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-17,2020-08-06,2020-08-17,Não informado
2020.0,7.0,2020016490,Normal,396210,OGE,PROCON,SDE,PROCON,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-17,2020-08-06,2020-08-17,Não informado
2020.0,7.0,2020016475,Normal,396194,OGE,PROCON,SDE,PROCON,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-17,2020-08-06,2020-07-22,Não informado
2020.0,7.0,2020016460,Normal,396179,OGE,IMA,IMA,,,PORTO UNIAO,SC,PORTO UNIAO,SC,FATMA,Licença Ambiental,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2020-07-17,2020-08-06,2020-07-17,Jurídica
2020.0,7.0,2020016446,Normal,396163,OGE,DETRAN,DETRAN,,,ITAJAI,SC,ITAJAI,SC,DETRAN,Habilitação,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2020-07-17,2020-08-06,2020-07-21,Física
2020.0,7.0,2020016445,Normal,396162,OGE,SES,SES,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Saúde,Covid-19,Reclamação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2020-07-17,2020-08-06,2020-07-30,Não informado
